,DOMINIO,T_INSTRUM,ESTRATO,PISOS,P1_2,P1_2_A,FOCOS,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_4_7,P1_4_8,P1_4_9,AGUA,DRENAJE,P1_7,P1_9,P1_10_1,P1_10_2,P1_10_3,P1_10_4,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRA,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,LENG_ESPAÑOL,TRABAJO,P2_14,P2_15,P10_1,P10_3,NACIO_VIV,NACIO_MUERT,ABORTO,P10_5,P10_6ANIO,P10_6MES,P10_8_abuso,P10_8_atencion,P10_7
12301,0,0,1,1,2,5,3,1,1,0,0,1,1,1,1,0,0,0,3,1,,,,,1,3,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,5,1,1,0,1,0,3,11,1,0,0
12302,0,0,1,2,3,6,12,1,1,0,0,1,0,1,0,0,0,0,5,1,,,,,1,5,2.0,2.0,2,1.0,1,0,2.0,0,,0,4.0,4.0,8,0,1,0,0,0,2,7,0,0,4
12304,0,0,1,1,1,2,3,1,0,1,0,1,0,0,0,0,0,0,6,1,,,,,1,2,2.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,1,1,2,0,0,0,5,3,0,1,4
12305,0,0,1,1,1,3,4,0,1,0,0,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,4,1,1,1,0,4
12306,0,0,1,1,2,4,5,1,1,0,0,1,0,0,0,0,0,0,3,1,,,,,1,5,2.0,2.0,4,4.0,1,0,1.0,0,,1,,4.0,0,0,1,0,0,1,2,3,0,0,1
12307,0,0,1,2,3,5,5,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,0,5,1,0,0,4
12308,0,0,1,1,3,5,9,0,1,1,1,1,1,0,0,1,0,0,7,1,,,,,4,1,2.0,2.0,4,0.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,1,2,10,0,0,1
12309,0,0,1,1,1,2,4,0,0,0,0,1,0,0,0,0,1,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,5,7,0,1,4
12310,0,2,1,1,2,2,3,1,1,0,0,1,0,0,0,0,1,1,6,1,,,,,0,4,2.0,2.0,1,5.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,4,1,0,0,4
12312,0,0,1,1,1,2,6,1,1,0,1,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,0,2,9,0,0,4
12313,0,0,1,1,2,3,3,1,1,0,0,1,1,0,0,0,1,2,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,1,2,0,0,0,3,6,0,0,4
12314,0,0,1,1,2,4,4,0,1,0,0,1,1,0,0,0,0,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,1,7,1,1,1
12315,0,0,1,1,2,4,8,1,1,0,0,1,0,0,1,0,1,0,5,1,,,,,1,3,3.0,2.0,3,2.0,1,0,0.0,0,,1,,4.0,5,0,1,0,0,4,1,0,0,0,4
12316,0,0,1,1,3,3,3,0,1,0,0,1,0,0,0,0,1,0,7,2,0.0,1.0,0.0,0.0,1,3,2.0,2.0,4,3.0,1,0,0.0,1,1.0,0,10.0,,5,2,3,0,0,4,3,4,0,0,4
12317,0,0,0,1,1,2,5,0,0,0,0,1,1,1,0,0,0,0,4,1,,,,,1,3,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,4,5,7,0,0,4
12318,0,0,0,1,3,5,5,0,1,1,0,1,1,0,0,1,1,0,5,1,,,,,1,5,2.0,3.0,1,5.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,4,3,1,0,0,4
12319,0,0,0,1,2,5,6,1,1,0,0,1,1,1,1,0,1,0,5,1,,,,,3,0,2.0,2.0,2,1.0,1,0,0.0,0,,0,10.0,,3,0,1,0,0,4,4,4,1,0,4
12320,0,0,0,2,1,4,10,1,1,0,0,1,1,1,1,0,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,0,1,5,1,0,0
12321,0,0,0,1,1,2,3,0,1,0,0,1,0,0,0,0,1,0,4,1,,,,,1,5,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,3,6,0,0,0
12322,0,0,0,1,1,1,6,1,1,0,0,1,0,1,1,0,1,0,4,1,,,,,1,2,2.0,3.0,2,2.0,1,0,0.0,0,,0,10.0,,8,1,1,0,1,4,2,6,0,0,4
12323,0,3,0,1,1,2,3,1,0,0,0,1,0,0,0,0,5,1,4,1,,,,,0,3,2.0,,1,2.0,1,0,,0,,1,,4.0,5,2,1,1,1,4,5,6,0,0,4
12324,0,0,1,1,2,2,3,0,1,0,0,1,0,1,0,0,1,1,5,1,,,,,1,4,3.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,1,0,4,5,2,0,0,4
12325,0,0,1,1,2,4,10,1,1,0,0,1,0,0,0,0,1,1,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,4,3,6,1,0,4
12326,0,0,1,1,4,6,8,0,1,1,0,1,0,1,0,0,0,0,7,1,,,,,3,1,3.0,2.0,4,3.0,1,1,,0,,0,1.0,4.0,5,0,1,0,0,4,3,11,1,1,4
12329,0,0,1,1,2,3,5,1,1,0,0,1,0,1,0,0,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,1,4,0,0,4
12330,0,0,1,1,2,4,4,1,1,0,0,1,0,1,0,0,1,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,3,6,0,0,4
12331,0,0,1,2,1,2,7,0,1,0,0,1,1,0,0,0,0,0,3,1,,,,,0,1,2.0,2.0,2,0.0,1,0,0.0,0,,0,10.0,,5,1,1,1,0,4,4,3,0,0,4
12333,0,0,1,2,2,4,7,0,1,0,0,1,0,0,0,0,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,1,1,0,0,0,0,4,1,0,4
12366,0,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,1,0,3,1,,,,,0,4,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,8,4,11,0,0,4
12367,0,0,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,0,0,0,0
12368,0,0,1,1,2,4,6,1,1,1,1,1,1,1,1,1,0,0,4,1,,,,,0,1,2.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,6,3,3,1,1,4
12369,0,0,1,1,2,3,4,1,1,0,0,1,1,0,0,1,0,0,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,3,0,0,0,0,10,1,0,0
12370,0,0,1,1,4,5,5,1,1,0,0,1,1,1,1,1,0,0,7,1,,,,,3,0,2.0,2.0,2,2.0,1,0,2.0,0,,0,12.0,,8,0,1,0,0,6,5,7,0,1,4
12371,0,0,1,2,3,4,7,1,1,0,0,1,1,1,0,0,1,0,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,2,0,0,0
12372,0,0,1,2,5,7,11,1,1,0,0,1,1,0,0,1,0,0,11,1,,,,,3,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,6,3,7,1,1,1
12373,0,2,1,2,2,3,4,0,1,0,0,1,1,1,0,0,0,0,6,1,,,,,2,2,1.0,1.0,2,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,1,1,4,1,0,1
12374,0,0,1,1,3,4,4,1,1,0,1,0,1,0,0,1,0,0,12,1,,,,,3,0,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,5,6,0,0,4
12375,0,0,1,1,2,4,4,1,1,0,0,1,0,0,0,0,4,1,6,1,,,,,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,9,0,0,4
12376,0,0,1,1,1,2,4,1,1,0,0,1,0,0,0,0,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,3,3,0,1,0,3,11,1,0,4
12377,0,0,1,1,1,2,2,0,1,0,0,1,0,0,0,0,1,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,1,9,0,0,4
12378,0,0,1,2,2,4,6,0,1,1,0,1,1,1,0,0,0,0,4,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,4,3,6,1,1,4
12379,0,0,1,2,2,4,6,1,1,1,1,1,1,1,0,1,0,0,4,1,,,,,1,5,2.0,2.0,4,4.0,1,0,0.0,0,,1,,1.0,2,0,1,0,0,2,0,5,0,0,2
12380,0,0,0,1,1,5,5,0,1,0,0,1,1,1,0,0,1,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,10,0,0,4
12381,0,0,1,1,1,1,3,0,1,0,0,1,0,0,0,0,1,0,6,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,4,0,8,1,0,4
12382,0,0,1,1,1,2,4,0,1,0,0,1,1,0,0,1,0,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,3,5,1,1,4
12383,0,0,1,1,1,2,3,1,1,0,0,1,0,0,0,0,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,1,11,0,1,4
12384,0,0,0,1,4,5,6,1,1,0,0,1,0,0,0,0,1,0,13,1,,,,,3,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,0,11,0,0,4
12385,0,0,0,1,2,3,5,0,1,0,0,1,1,1,0,0,1,0,9,1,,,,,3,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,1,1,1,4
12386,0,2,0,1,2,3,2,0,1,0,0,1,0,0,0,0,0,1,6,1,,,,,0,2,3.0,1.0,1,5.0,0,0,2.0,0,,0,10.0,,8,1,2,0,1,0,5,5,0,0,4
12394,0,0,1,1,1,1,2,0,1,0,0,1,0,0,0,1,1,0,3,1,,,,,0,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,1,1,0,0,0,2,6,0,0,0
12395,0,0,0,1,1,2,3,1,1,0,0,1,0,0,0,0,0,0,6,1,,,,,1,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,5,2,2,0,1,0,5,5,1,0,4
12397,0,0,0,1,3,5,6,1,1,0,0,1,1,1,1,0,0,0,7,1,,,,,2,1,1.0,1.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,0,6,1,1,4
12401,0,0,1,1,2,5,9,1,1,0,1,1,1,1,0,0,0,0,5,1,,,,,3,3,2.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,2,0,1,0,0,5,5,8,0,0,4
12402,0,0,1,1,3,4,10,1,1,1,1,1,1,1,1,1,0,0,7,1,,,,,1,2,3.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,5,1,0,0,4
12403,0,0,1,1,2,3,5,1,1,0,0,1,0,0,0,0,1,0,7,1,,,,,1,5,3.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,4,4,0,0,4
12404,0,0,1,1,2,3,9,0,1,0,0,1,1,1,0,0,0,0,9,1,,,,,1,5,2.0,3.0,1,5.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,0,7,0,0,4
12405,0,0,1,1,2,4,9,1,1,0,0,1,0,1,0,0,0,0,4,1,,,,,1,5,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,1,1,0,4
12406,0,1,1,1,2,4,6,1,1,1,1,1,1,1,0,1,0,0,4,1,,,,,0,1,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,8,0,0,0
12407,0,0,1,1,3,4,7,1,1,1,0,1,1,1,1,0,0,0,5,1,,,,,1,3,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,0,2,1,0,0,4
12408,0,0,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,1,4,5,0,1,1
12409,0,0,1,1,1,4,5,1,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,3,3.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,0,2,2,0,0,4
12410,0,0,1,2,3,5,10,1,1,0,0,1,1,0,0,1,0,0,8,1,,,,,2,1,1.0,1.0,1,2.0,1,0,0.0,0,,1,,2.0,8,0,1,0,0,4,2,2,0,0,4
12411,0,2,1,1,2,3,3,1,1,0,1,1,0,1,0,0,1,0,3,1,,,,,0,4,2.0,3.0,1,5.0,1,0,2.0,0,,1,,3.0,8,0,1,0,0,0,0,0,1,1,4
12412,0,4,1,1,3,5,12,1,1,0,0,1,0,1,1,0,0,0,6,1,,,,,3,0,1.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,5,2,0,1,1
12413,0,0,1,1,1,3,5,1,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,3,2.0,2.0,4,3.0,1,0,0.0,0,,1,,4.0,1,0,1,0,0,1,2,7,0,0,1
12414,0,0,1,1,3,5,13,0,1,1,0,1,1,1,0,1,0,1,7,1,,,,,2,0,1.0,1.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,1,0,0,0,4,1,0,1,4
12416,0,0,1,1,2,5,9,0,1,1,0,1,1,1,0,0,0,0,4,1,,,,,1,1,2.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,0,1,1,1,0,1,3,1,0,1,4
12417,0,0,1,1,2,4,4,0,1,0,0,1,1,0,0,0,1,4,5,1,,,,,1,5,2.0,3.0,1,5.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,2,3,0,0,4
12418,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,3,10,0,1,4
12432,0,0,1,1,2,3,6,0,1,1,0,1,1,1,0,1,1,0,4,1,,,,,2,1,1.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,6,5,9,0,0,0
12433,0,0,1,2,2,4,8,1,1,0,0,1,1,0,1,0,0,0,3,1,,,,,1,2,3.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,8,1,2,1,0,4
12434,0,4,1,2,2,6,12,1,1,1,0,1,1,1,0,1,0,0,5,1,,,,,2,0,1.0,1.0,4,1.0,1,1,2.0,0,,0,8.0,,8,0,1,0,0,1,2,7,1,1,1
12435,0,0,1,1,1,4,8,1,1,1,0,1,0,0,0,0,0,0,3,1,,,,,1,0,2.0,2.0,1,5.0,1,0,,0,,0,1.0,4.0,8,0,1,0,0,0,5,1,1,1,4
12436,0,4,1,1,1,4,3,0,1,0,0,1,0,0,0,0,0,0,3,1,,,,,0,0,2.0,2.0,1,1.0,1,0,2.0,0,,1,,1.0,8,1,2,0,0,4,3,0,1,1,4
12437,0,0,1,1,2,4,6,0,1,0,0,1,1,1,0,0,0,0,6,1,,,,,0,3,1.0,3.0,2,2.0,1,0,0.0,0,,1,,2.0,0,0,1,0,0,1,2,0,0,0,1
12438,0,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,1,3,0,0,4
12439,0,0,1,0,1,3,3,0,1,0,0,1,1,0,0,1,1,0,3,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,0,9,0,0,0
12440,0,0,1,1,3,5,8,0,1,0,0,1,1,1,1,0,1,0,6,1,,,,,3,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,1,2,1,1,4
12441,0,0,1,1,1,2,2,0,1,0,0,1,0,1,0,0,1,0,4,1,,,,,1,3,2.0,2.0,4,3.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,1,5,0,0,4
12442,0,0,1,1,1,2,4,1,0,0,0,1,0,0,0,0,0,0,4,1,,,,,1,3,3.0,3.0,1,2.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,4,2,9,0,1,4
12443,0,0,1,1,3,4,5,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,0,3,2.0,2.0,2,0.0,1,0,2.0,0,,1,,1.0,8,1,2,0,0,0,2,10,1,0,4
12444,0,0,1,1,3,4,8,1,1,1,1,1,1,1,1,1,0,0,6,1,,,,,2,2,1.0,1.0,2,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,0,1,10,1,0,4
12445,0,0,1,2,1,3,4,1,1,0,0,1,1,1,0,1,0,0,2,1,,,,,1,2,3.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,1,4,0,1,4
12446,0,0,1,1,1,4,7,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,4,0,1,1,4
12454,0,0,1,1,2,4,6,0,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,3,3.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,2,9,0,0,1
12456,0,0,1,1,4,7,12,1,1,1,1,1,1,1,1,1,0,0,6,2,0.0,1.0,0.0,0.0,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,1,1,1,0,1
12474,0,0,0,1,2,2,2,1,1,0,0,1,1,0,0,1,0,0,6,1,,,,,1,3,3.0,2.0,0,,1,0,0.0,1,1.0,1,,4.0,8,1,2,0,0,0,4,9,0,1,0
12478,0,0,0,1,1,2,4,1,1,0,1,1,0,0,1,1,0,0,4,1,,,,,1,4,2.0,2.0,0,,0,0,0.0,1,1.0,0,10.0,,5,0,1,0,0,0,2,5,0,0,0
12484,0,0,0,1,1,2,2,0,1,0,0,1,0,0,0,1,0,0,4,1,,,,,1,3,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,5,9,0,0,0
12489,0,2,0,1,2,2,3,0,1,0,0,1,0,0,0,0,1,2,5,1,,,,,2,1,1.0,1.0,1,0.0,1,0,0.0,1,1.0,1,,2.0,8,0,1,0,0,4,1,8,0,0,4
12490,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,4,1,,,,,0,3,2.0,2.0,1,5.0,1,0,0.0,1,1.0,1,,1.0,8,0,1,0,0,0,0,10,0,1,4
12491,0,0,0,1,1,2,3,1,1,0,0,1,0,0,0,1,0,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,8,1,1,0,1,6,3,5,0,0,0
12495,0,0,0,1,3,4,4,1,1,0,0,1,0,0,0,0,1,0,6,1,,,,,3,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,1,0,1,0,0,0,1,1,0,0,0
12501,0,0,1,1,1,2,4,1,1,0,0,1,1,0,0,0,1,0,3,1,,,,,1,2,3.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,2,0,1,0,0
12505,0,0,1,2,5,9,15,0,1,1,0,1,1,1,1,1,0,0,13,1,,,,,3,1,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,1,1,0,1,4,2,1,1,0,4
12518,0,4,1,1,2,4,2,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,2,2,1.0,1.0,4,3.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,0,5,3,0,0,0
12521,0,0,1,1,2,8,15,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,3,9,0,0,0
12522,0,0,1,2,3,6,20,1,1,1,0,1,1,1,1,1,0,0,10,1,,,,,3,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,1,2,0,0,0,5,7,0,0,0
12561,0,0,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,2,2,0,0,4,1,11,0,0,4
12563,0,0,1,2,2,4,10,1,1,0,0,1,1,0,1,0,1,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,2,0,0,0,4,4,0,0,4
12564,0,0,1,1,2,5,6,1,1,1,0,1,1,1,0,1,0,0,6,1,,,,,1,2,2.0,2.0,1,2.0,1,1,2.0,0,,1,,1.0,8,2,3,0,0,0,2,7,0,0,4
12631,0,2,1,1,2,5,9,0,1,0,1,1,1,1,0,1,0,0,4,1,,,,,0,2,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,6,0,8,1,1,1
12632,0,0,1,1,1,3,5,0,1,0,0,0,1,1,0,0,0,0,8,1,,,,,2,0,1.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,6,4,10,1,0,4
12633,0,0,1,1,2,3,5,1,1,0,1,1,1,0,0,1,0,0,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,4,0,4,0,0,4
12634,0,0,1,1,1,2,3,0,1,0,0,1,0,0,0,0,1,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,2,1,0,2,4,3,0,1,1,4
12635,0,0,1,1,1,2,4,0,1,0,0,0,1,1,0,0,0,0,6,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,0,5,1,0,0,4
12636,0,0,1,1,2,4,4,0,1,0,0,1,0,0,0,1,1,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,1,1,0,1,6,2,7,0,0,4
12637,0,0,1,1,1,3,7,1,1,0,0,1,0,1,0,0,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,8,1,1,0,0,0,0,2,0,0,4
12638,0,0,1,1,1,3,2,1,1,0,0,1,1,1,0,0,0,0,6,1,,,,,2,1,1.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,0,3,7,1,0,4
12639,0,2,1,1,1,2,3,0,1,0,1,1,1,1,0,1,1,0,3,1,,,,,3,1,2.0,2.0,2,2.0,1,0,2.0,0,,1,,2.0,0,0,1,0,0,4,3,0,1,0,4
12640,0,0,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,5,1,,,,,1,5,3.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,4,10,0,0,4
12641,0,0,1,1,1,5,5,1,1,1,1,1,1,1,0,1,0,0,3,1,,,,,0,5,2.0,2.0,4,4.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,6,2,10,0,0,4
12656,0,0,1,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,5,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,5,6,1,0,0
12657,0,0,1,1,1,1,2,0,1,0,0,1,0,0,0,0,1,0,4,1,,,,,1,3,2.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,0,4,1,1,1,4
12658,0,0,1,1,1,2,2,1,1,0,1,1,0,0,0,0,1,1,5,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,3,5,0,0,4
12659,0,0,1,1,2,3,4,0,1,0,0,1,0,0,0,0,1,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,0,4,1,0,0,0
12672,0,0,1,2,3,6,9,0,1,1,1,1,1,1,0,1,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,11,0,0,4
12673,0,0,1,1,1,1,2,0,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,3,6,0,0,0
12674,0,0,1,2,2,6,9,0,1,0,0,0,1,0,0,0,0,0,7,1,,,,,2,2,1.0,1.0,2,1.0,1,0,0.0,0,,1,,1.0,0,1,2,0,0,1,5,8,1,0,1
12675,0,0,1,2,2,4,7,0,0,0,0,1,1,1,1,0,0,0,3,1,,,,,1,6,2.0,2.0,1,1.0,1,0,2.0,0,,1,,5.0,8,0,1,0,0,0,1,7,0,0,0
12682,0,2,1,1,2,4,4,1,1,0,0,1,0,1,0,0,5,1,5,1,,,,,2,1,2.0,1.0,1,2.0,1,0,1.0,0,,0,10.0,,8,1,2,0,0,0,2,3,0,0,4
12683,0,0,1,1,1,1,2,1,1,0,0,1,1,0,0,0,0,1,3,1,,,,,1,1,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,0,9,0,1,4
12687,0,0,1,1,2,5,6,0,0,0,0,1,1,1,0,0,0,0,5,1,,,,,1,2,3.0,3.0,1,2.0,1,0,2.0,0,,0,12.0,,0,0,1,0,0,1,0,5,0,0,4
12688,0,0,1,1,1,3,7,1,1,0,0,1,1,1,0,0,1,1,4,1,,,,,1,2,2.0,2.0,2,1.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,3,9,0,0,1
12689,0,0,1,1,2,4,8,1,1,0,0,1,1,1,0,0,0,0,6,1,,,,,2,2,1.0,3.0,3,2.0,1,0,1.0,0,,0,10.0,,0,0,1,0,0,1,4,3,1,0,1
12690,0,0,1,1,2,4,6,0,1,1,0,1,1,0,0,1,5,0,5,1,,,,,0,5,2.0,2.0,1,2.0,1,0,1.0,0,,1,,4.0,8,0,1,0,0,4,0,8,1,1,4
12693,0,0,1,1,2,3,6,1,1,0,0,1,1,0,0,0,0,0,4,1,,,,,3,3,2.0,2.0,2,2.0,1,0,0.0,0,,0,1.0,4.0,0,0,1,0,0,1,1,7,0,1,1
12694,0,0,1,1,1,2,6,0,1,0,0,1,1,1,0,0,1,0,5,1,,,,,1,2,2.0,2.0,2,0.0,1,1,2.0,0,,1,,1.0,0,0,2,0,0,1,4,0,0,0,1
12715,0,0,1,1,2,4,6,1,1,0,0,1,1,0,0,0,0,0,5,1,,,,,1,5,2.0,2.0,2,2.0,1,0,0.0,0,,1,,4.0,5,0,1,0,0,4,1,4,0,1,1
